Text,Emotion
"['sometim', 'back', 'anoth', 'girl', 'wa', 'term', 'exboyfriend', 'came', 'shout', 'twelv', 'midnight', 'wa', 'becaus', 'thought', 'wa', 'still', 'interest', 'boy']",3
"['feel', 'loop', 'miss', 'alot', 'catch']",0
"['howev', 'tell', 'hurt', 'humili', 'feel', 'wonder', 'afterward']",1
"['wa', 'read', 'old', 'messag', 'knight', 'feel', 'veri', 'sentiment', 'text', 'back']",0
"['ive', 'gone', 'stage', 'nervous', 'sheer', 'terror', 'feel', 'relax', 'excit']",1
"['feel', 'joy', 'feebl']",1
"['feel', 'like', 'garbag', 'cant', 'think', 'thank', 'right', 'hurt', 'badli']",1
"['feel', 'rude', 'take', 'someon', 'photo', 'rather', 'feel', 'awkward', 'ask', 'take', 'photo']",3
"['expect', 'rather', 'sickli', 'coconut', 'give', 'nice', 'tropic', 'feel', 'wa', 'disappoint', 'onli', 'two']",0
"['genuin', 'say', 'bottom', 'heart', 'feel', 'absolut', 'thank']",1
"['feel', 'like', 'want', 'make', 'someth', 'hous', 'messi', 'still', 'finish', 'christma', 'gift', 'knit']",0
"['feel', 'dumb', 'talk', 'thi', 'feel', 'like', 'whini', 'emo', 'teenag', 'ha', 'mani', 'problem', 'far', 'love', 'temporari', 'boyfriend']",0
"['feel', 'cranki', 'today', 'due', 'get', 'enough', 'sleep', 'due', 'unexpect', 'long', 'outing', 'yesterday', 'night']",3
"['see', 'strong', 'bright', 'meet', 'mileston', 'week', 'earli', 'feel', 'assur', 'gut', 'wa', 'alway', 'right']",1
"['realli', 'love', 'feel', 'scare']",4
"['feel', 'reward', 'use', 'valuabl', 'anyway']",1
"['feel', 'disgust', 'embarras', 'sad', 'handl', 'situat']",3
"['feel', 'wimpi', 'complain', 'take', 'credit', 'thi', 'semest', 'becaus', 'know', 'peopl', 'took', 'credit', 'regularli', 'man', 'thi', 'suck']",4
"['feel', 'sorri', 'peopl', 'work', 'capit', 'intens', 'field', 'post', 'href', 'http', 'zackmdavi']",0
"['feel', 'puls', 'lip', 'chase', 'dragon', 'suck', 'lip', 'heart', 'tongu', 'wish', 'beg', 'part', 'finger', 'translat', 'sorrow', 'reach', 'insid', 'soul', 'anger', 'breath', 'merci', 'stori', 'unfold']",3
"['wa', 'feel', 'calm', 'luckili', 'wa', 'shock', 'becaus', 'mind', 'think', 'get', 'standbi', 'matter', 'wa', 'outcom', 'result']",1
"['pray', 'eye', 'read', 'thi', 'mind', 'comprehend', 'thi', 'heart', 'feel', 'thi', 'offend']",3
"['still', 'feel', 'joy', 'rest', 'peac', 'noth', 'noth', 'noth', 'stop']",1
"['feel', 'like', 'child', 'yet', 'could', 'see', 'give', 'carefre', 'way', 'lestat']",1
"['get', 'feel', 'kid', 'hate', 'senior', 'year', 'gon', 'na']",0
"['hang', 'leav', 'feel', 'energ', 'happi']",1
"['feel', 'trace', 'disgrac', 'graciou', 'man', 'embrac', 'bracelet']",2
"['drove', 'pay', 'snack', 'wa', 'look', 'wearili', 'wa', 'feel', 'daze', 'happen', 'felt', 'confid', 'unusu', 'rare']",5
"['feel', 'realli', 'joy', 'img', 'src', 'http']",1
"['wa', 'feel', 'sort', 'anxiou', 'sure']",4
"['heal', 'still', 'feel', 'shaki', 'time', 'manag', 'get', 'finish', 'work', 'thi', 'week']",4
"['wa', 'feel', 'energet', 'strong']",1
"['want', 'share', 'feel', 'want', 'feel', 'humili']",0
"['feel', 'derp', 'innoc', 'becaus', 'go', 'lrt', 'train', 'wa', 'alway', 'pack', 'last', 'time', 'rode', 'wa', 'like', 'year', 'ago']",1
"['im', 'feel', 'slightli', 'optimist']",1
"['feel', 'radiant', 'thi', 'morn']",1
"['feel', 'know', 'god', 'real', 'love', 'feel', 'air', 'tight', 'reason', 'notion', 'kind', 'sens', 'would', 'make', 'blame', 'misfortun', 'befal', 'us', 'fact', 'jesu', 'warn', 'tribul', 'world']",2
"['didnt', 'know', 'feel', 'bore', 'though', 'im', 'happi', 'made', 'new', 'blog', 'link', 'happywarmworld']",0
"['wa', 'heartsick', 'feel', 'overli', 'romant', 'dont', 'even', 'feel', 'like', 'ive', 'made', 'ani', 'connect', 'like']",2
"['end', 'perfect', 'studio', 'walk', 'feel', 'aggrav', 'ye', 'bizarr']",3
"['suppos', 'magazin', 'present', 'practic', 'tip', 'reader', 'editor', 'feel', 'need', 'spice', 'articl', 'order', 'make', 'seem', 'bore']",0
"['cri', 'feel', 'shitti', 'cri', 'becaus', 'dad', 'made', 'fun', 'sick', 'haha', 'kid', 'ha', 'happen', 'mani', 'time', 'good', 'fun', 'cri', 'becaus', 'advers', 'situat']",0
"['feel', 'like', 'ive', 'enter', 'weird', 'univers', 'realli', 'grate']",4
"['think', 'nice', 'sum', 'feel', 'talk', 'much', 'artist', 'pursuit']",1
"['need', 'find', 'way', 'feel', 'pretti']",1
"['see', 'form', 'havent', 'yet', 'feel', 'veri', 'agit']",3
"['feel', 'bad', 'becaus', 'bagel', 'day', 'accident', 'jalapeno', 'bagel']",0
"['ive', 'somewhat', 'difficult', 'time', 'tri', 'find', 'someth', 'feel', 'thank']",1
"['start', 'feel', 'nervou', 'think', 'id', 'plan', 'feed', 'younger', 'teen']",4
"['begin', 'feel', 'uncomfort', 'intern', 'feel', 'nauseou', 'light', 'head', 'experienc', 'short', 'breath']",4
"['want', 'feel', 'love', 'cherish', 'someon']",2
"['need', 'plan', 'get', 'rid', 'feel', 'wa', 'total', 'take', 'everyth', 'total', 'distract', 'work', 'everyth', 'tri', 'ani', 'free', 'time', 'even', 'project', 'take', 'life', 'fact', 'total', 'feel', 'burnt']",3
"['feel', 'resent', 'giver']",3
"['celebr', 'year', 'feel', 'support', 'histori', 'behind', 'tradit', 'holiday', 'base', 'ugli', 'stuff', 'least', 'lot', 'case', 'lot', 'stuff', 'believ', 'support']",2
"['wa', 'feel', 'veri', 'defeat', 'like', 'couldnt', 'continu', 'reluctantli', 'ask', 'epidur']",0
"['ive', 'predict', 'angl', 'win', 'im', 'feel', 'slightli', 'less', 'grumpi', 'wrote', 'let', 'say', 'gallow', 'win', 'clean', 'keep', 'thing', 'tight']",3
"['felt', 'thi', 'wa', 'next', 'step', 'dont', 'want', 'doubt', 'feel', 'dumb', 'keep', 'hope', 'much', 'money', 'come', 'short', 'time']",0
"['love', 'thi', 'commun', 'death', 'sometim', 'feel', 'time', 'arent', 'support']",2
"['left', 'tonight', 'feel', 'hope', 'futur', 'orphan', 'crisi', 'thi', 'countri']",1
"['sing', 'confid', 'feel', 'still', 'get', 'littl', 'nervou', 'open', 'night']",4
"['feel', 'realli', 'cute', 'pirat', 'girl', 'somewhat', 'cute', 'landlubb', 'man', 'sort']",1
"['decid', 'tri', 'ziplin', 'picnic', 'grove', 'sinc', 'feel', 'bit', 'adventur', 'day']",1
"['know', 'wrong', 'feel', 'ugli']",0
"['learn', 'express', 'feel', 'way', 'accept']",1
"['feel', 'peopl', 'know', 'fish', 'properli', 'therefor', 'popular']",1
"['found', 'feel', 'jealou', 'though']",3
"['wa', 'feel', 'hors', 'coop', 'determin', 'got', 'even', 'littl', 'stretch', 'weather', 'wa', 'go', 'see', 'everi', 'hors', 'got', 'chanc', 'get', 'outsid']",1
"['im', 'excit', 'get', 'home', 'spend', 'time', 'everyon', 'pleas', 'feel', 'free', 'email', 'call', 'text', 'let', 'know', 'avail', 'dinner', 'coffe', 'anyth']",1
"['feel', 'clearer', 'joy', 'aliv']",1
"['wa', 'feel', 'adventur']",1
"['wa', 'left', 'integr', 'digniti', 'intact', 'feel', 'piss']",3
"['known', 'let', 'thing', 'go', 'im', 'feel', 'good']",1
"['felt', 'doubt', 'imag', 'pop', 'mind', 'wa', 'deal', 'big', 'knot', 'shoelac', 'feel', 'frustrat']",3
"['im', 'feel', 'bore']",0
"['ill', 'feel', 'troubl', 'trivial', 'matter']",0
"['told', 'never', 'want', 'rot', 'hell', 'time', 'wish', 'wa', 'less', 'stupid', 'clumsi', 'never', 'ever', 'feel', 'unhappi']",0
"['use', 'emoticon', 'becaus', 'would', 'awkward', 'write', 'feel', 'amus', 'write', 'right', 'oppos', 'xd']",1
"['feel', 'like', 'ive', 'lost', 'everyth', 'everyon']",0
"['feel', 'realli', 'wrong', 'commodor']",3
"['howev', 'feel', 'loss', 'offic', 'nicholson', 'life', 'wa', 'ani', 'tragic', 'death', 'young', 'mother', 'whose', 'murder', 'start', 'thi', 'whole', 'scenario', 'motion']",0
"['feel', 'like', 'death', 'think', 'feel', 'like', 'death', 'make', 'compassion', 'psychologist']",2
"['feel', 'like', 'wa', 'bit', 'rush']",3
"['wa', 'feel', 'adventur', 'took', 'stair']",1
"['feel', 'guilti', 'everyth', 'use', 'feel', 'worri', 'bad', 'offic']",0
"['wear', 'thi', 'shirt', 'feel', 'artist', 'artist', 'look', 'artist', 'ye', 'son']",1
"['im', 'sure', 'know', 'feel', 'cant', 'bother', 'feel', 'poo']",3
"['dont', 'mean', 'id', 'like', 'chicken', 'feel', 'insecur', 'mayb', 'doubt', 'fact', 'abl', 'run', 'km', 'tomorrow']",4
"['feel', 'though', 'art', 'romant', 'comedi', 'ha', 'deterior', 'late', 'drawn', 'movi', 'like', 'sabrina', 'hill', 'love', 'actual']",2
"['id', 'get', 'class', 'eight', 'danc', 'hour', 'nine', 'get', 'home', 'ten', 'im', 'lucki', 'eat', 'cant', 'eat', 'befor', 'class', 'danc', 'full', 'make', 'feel', 'vile', 'sit', 'around', 'digest', 'etc', 'ish', 'get', 'bed', 'tri', 'sleep', 'befor', 'get', 'unnatur', 'earli']",3
"['feel', 'confid', 'abl', 'get', 'back', 'door', 'befor', 'dinner', 'time']",1
"['look', 'forward', 'feel', 'better', 'write', 'often']",1
"['feel', 'play', 'feel', 'mayb', 'want', 'broke', 'heart']",0
"['close', 'eye', 'tightli', 'cover', 'ear', 'thank', 'god', 'woke', 'befor', 'apolog', 'brutal', 'nightmar', 'left', 'feel', 'shaken', 'nauseou', 'say', 'least']",4
"['feel', 'terribl', 'helpless', 'sometim', 'even', 'limit', 'spiritu', 'awar', 'abl', 'find', 'answer', 'know', 'end', 'outcom', 'decis', 'abl', 'move', 'readjust', 'pick', 'piec', 'centr', 'enjoy', 'decis']",4
"['wa', 'actual', 'happi', 'hear', 'thi', 'becaus', 'id', 'feel', 'unnatur', 'exhaust', 'late', 'hope', 'thi', 'help']",0
"['knew', 'wa', 'shake', 'mani', 'reason', 'big', 'one', 'sinc', 'thi', 'cyst', 'drama', 'start', 'get', 'cold', 'fast', 'feel', 'drain']",0
"['overli', 'passion', 'love', 'music', 'make', 'feel', 'connect', 'song', 'artist', 'amaz', 'truli', 'awe', 'write', 'song', 'touch']",5
"['wa', 'feel', 'lap', 'divin', 'mother', 'hold', 'soft', 'tender', 'arm']",1
"['let', 'fall', 'asleep', 'earlier', 'thi', 'afternoon', 'feel', 'extrem', 'shitti']",0
"['feel', 'veri', 'relax', 'play', 'carl', 'clark', 'say']",1
"['never', 'got', 'full', 'feel', 'except', 'coupl', 'time', 'ate', 'sweet', 'potato', 'trust', 'wa', 'eat', 'lot']",2
"['ask', 'one', 'gift', 'go', 'sister', 'hous', 'everyon', 'gather', 'holiday', 'feel', 'impolit', 'show', 'empti', 'hand']",3
"['miss', 'feel', 'guilt', 'much', 'stuff', 'becaus', 'react', 'terribl', 'way', 'said', 'kid', 'sake', 'say']",0
"['feel', 'bless', 'know', 'immens', 'famili', 'support', 'continu', 'comfort']",2
"['rememb', 'veri', 'first', 'day', 'feel', 'lousi', 'year', 'ago', 'believ', 'bodi', 'wa', 'betray']",0
"['feel', 'stupid', 'contagi', 'entertain', 'us', 'mulatto', 'albino', 'mosquito', 'libido', 'yeah', 'hey', 'yay', 'im', 'wors', 'best', 'thi', 'gift', 'feel', 'bless', 'littl', 'group', 'ha', 'alway', 'alway', 'end', 'hello', 'hello', 'hello', 'low']",0
"['ask', 'girl', 'wa', 'wa', 'eye', 'feel', 'weird', 'also']",5
"['could', 'feel', 'wa', 'peac', 'wa', 'welcom', 'week', 'pack', 'say', 'good', 'bye', 'deal', 'overwhelm', 'feel', 'displac']",1
"['feel', 'kind', 'sorri', 'flirti', 'peeta', 'heroin', 'book', 'make', 'feel', 'like', 'realli', 'dont', 'want', 'die', 'even', 'katnisss', 'feel']",0
"['feel', 'betray', 'humili']",0
"['feel', 'bit', 'gloomi', 'guess']",0
"['carri', 'usual', 'guilt', 'feel', 'selfish', 'self', 'center', 'spend', 'time', 'anyth']",3
"['wa', 'feel', 'bit', 'gloomi', 'weekend', 'mayb', 'wa', 'grey', 'day', 'weve']",0
"['like', 'feel', 'submiss', 'veri', 'least', 'lover', 'domin']",0
"['hate', 'feel', 'complac']",1
"['feel', 'utterli', 'disgust', 'would', 'look', 'way', 'thing', 'continu']",3
"['feel', 'hopeless', 'alon', 'eat', 'sooth']",0
"['know', 'first', 'hand', 'well', 'feel', 'pain', 'hurt', 'embarrass', 'even', 'shame', 'self', 'imag', 'bodi', 'shape', 'physic', 'featur', 'weight', 'etc', 'becaus', 'let', 'bodi', 'becom']",0
"['woke', 'thi', 'morn', 'want', 'cri', 'feel', 'hasnt', 'shaken', 'yet']",4
"['know', 'post', 'anyth', 'month', 'feel', 'kind', 'guilti', 'big', 'thank', 'exam', 'test', 'assign', 'far', 'good']",0
"['wish', 'could', 'feel', 'energet', 'deal', 'less', 'pain', 'might', 'best', 'option']",1
"['left', 'work', 'feel', 'still', 'unpleas', 'cheer', 'mite', 'bit', 'onc', 'got']",0
"['feel', 'terrif', 'start', 'put', 'weight']",1
"['realiz', 'today', 'dont', 'know', 'want', 'primari', 'reason', 'whi', 'feel', 'dissatisfi', 'often']",3
"['lose', 'interest', 'read', 'stori', 'feel', 'like', 'tension', 'ha', 'resolv', 'happen', 'time', 'yet', 'kept', 'want', 'read']",1
"['feel', 'drain', 'depress']",0
"['feel', 'sorri', 'writer', 'becaus', 'even', 'drecki', 'writer', 'pay', 'pretti', 'good', 'cover', 'done']",0
"['thi', 'make', 'vj', 'feel', 'jealou']",3
"['feel', 'inhibit', 'outlet', 'deal', 'sexual', 'tension']",0
"['know', 'whi', 'feel', 'sarcast', 'tonight', 'christian', 'seem', 'enjoy', 'banter', 'everi', 'time', 'seth', 'apolog', 'behavior', 'christian', 'tell', 'quit', 'alright', 'lock', 'eye']",3
"['feel', 'also', 'differ', 'love', 'someon', 'love', 'someon']",2
"['feel', 'wa', 'eager', 'help']",1
"['veri', 'provoc', 'dream', 'kind', 'make', 'feel', 'slightli', 'shaken', 'wake']",4
"['feel', 'write', 'compani', 'tell', 'thi', 'reason', 'alon', 'need', 'come', 'east']",0
"['quit', 'dig', 'subdu', 'tone', 'plot', 'direct', 'feel', 'reluct', 'emot', 'bond', 'show']",4
"['friendli', 'easi', 'talk', 'onli', 'open', 'know', 'friend', 'top', 'approach', 'co', 'feel', 'intimid', 'onli', 'know', 'want', 'offend', 'somebodi', 'shut']",4
"['wa', 'angri', 'feel', 'disillus']",0
"['dont', 'call', 'feel', 'nervou', 'anxiou']",4
"['know', 'famili', 'friend', 'god', 'point', 'life', 'life', 'want', 'feel', 'romant', 'love']",2
"['feel', 'realli', 'low']",0
"['feel', 'rather', 'overwhelm', 'list']",5
"['feel', 'begin', 'cold', 'figur', 'deserv', 'heinous', 'hot', 'bath']",3
"['feel', 'cranki', 'voic', 'insid', 'head', 'want', 'eat', 'whatev', 'want']",3
"['feel', 'hesit', 'post']",4
"['feel', 'veri', 'apprehens', 'go', 'back']",4
"['wa', 'clean', 'place', 'minut', 'start', 'feel', 'paranoid', 'onli', 'assum', 'begin', 'psychot', 'episod']",4
"['feel', 'crazili', 'indecis', 'impuls']",4
"['feel', 'like', 'creat', 'anoth', 'religion', 'caus', 'troubl', 'troubl', 'soul', 'mani']",0
"['dont', 'expect', 'reilli', 'mess', 'sinc', 'cat', 'feel', 'pretti', 'safe', 'leav', 'place']",1
"['know', 'late', 'crawl', 'back', 'im', 'feel', 'alon']",0
"['never', 'done', 'anyth', 'make', 'cri', 'want', 'cri', 'four', 'month', 'feel', 'littl', 'strang', 'never', 'seen', 'side']",4
"['feel', 'exhaust', 'deal', 'drama', 'author', 'dont', 'energi', 'write']",0
"['im', 'feel', 'suitabl', 'annoy', 'panel', 'time', 'get', 'recip', 'previous', 'deem', 'unworthi', 'treat']",3
"['im', 'final', 'feel', 'littl', 'product']",1
"['feel', 'pressur', 'act', 'like', 'im', 'heartbroken', 'secretli', 'dont', 'realli', 'care', 'much']",0
"['like', 'notifi', 'time', 'feel', 'sweet', 'heart', 'besid', 'need', 'make', 'love', 'human', 'cant', 'live', 'without', 'love', 'question', 'kind', 'infidel', 'pass', 'sweeti', 'feel', 'sweet', 'href', 'http', 'savingyourmarriagebeforeitstart']",2
"['must', 'feel', 'rich']",1
"['probabl', 'feel', 'need', 'move', 'everi', 'year', 'fact', 'ive', 'year', 'make', 'feel', 'total', 'worthless', 'somewher']",0
"['im', 'feel', 'moros']",0
"['often', 'feel', 'offend', 'life']",3
"['plagu', 'throughout', 'life', 'thi', 'uncanni', 'feel', 'disappoint', 'enough', 'doom', 'fail', 'delight', 'told']",0
"['learn', 'month', 'us', 'manag', 'find', 'anoth', 'compani', 'feel', 'much', 'peac', 'without', 'boss', 'drunk', 'yell', 'hi', 'staff']",1
"['chose', 'go', 'gut', 'feel', 'think', 'thi', 'onli', 'amus', 'laetshi', 'easili', 'fluster', 'type', 'probabl', 'said', 'someth']",1
"['sort', 'feel', 'bit', 'unsur', 'touch', 'upon', 'next']",4
"['feel', 'resent', 'becaus', 'think', 'trust']",3
"['cant', 'find', 'heart', 'feel', 'least', 'bit', 'disappoint', 'miss']",0
"['told', 'think', 'appreci', 'preval', 'feel', 'unreal', 'see', 'damag', 'broken', 'beyond', 'repair', 'thought', 'live', 'anoth', 'fifti', 'year', 'like', 'thi', 'unbear', 'everyth', 'feel', 'overwhelm']",0
"['tgt', 'v', 'u', 'still', 'feel', 'unhappi']",0
"['im', 'feel', 'defeat', 'doubt']",0
"['feel', 'job', 'give', 'perspect', 'least', 'attempt', 'provid', 'context', 'whi', 'seemingli', 'intellig', 'folk', 'say', 'unimagin', 'thing']",1
"['began', 'feel', 'bit', 'melancholi', 'friend', 'saba', 'call', 'ask', 'meet', 'befor', 'wale', 'birthday']",0
"['left', 'appoint', 'feel', 'realli', 'bum', 'option', 'vbac', 'snatch', 'also', 'sort', 'content', 'fact', 'pray', 'possibl', 'receiv', 'sign', 'god', 'thi', 'birth']",1
"['feel', 'combin', 'smug', 'happi']",1
"['feel', 'hesit', 'temptat', 'pull', 'back', 'dull', 'activ', 'season', 'habit']",0
"['wa', 'feel', 'even', 'less', 'splendid', 'noth', 'need', 'done', 'day', 'decid', 'babi']",1
"['feel', 'less', 'bitchi', 'morn']",3
"['feel', 'confid', 'pursu', 'multiplay', 'flash', 'game', 'next', 'agenda']",1
"['feel', 'accept', 'even', 'desir']",1
"['still', 'feel', 'useless', 'worthless', 'even', 'wors', 'alon']",0
"['im', 'happi', 'race', 'pace', 'offici', 'abil', 'pull', 'togeth', 'start', 'feel', 'crappi']",0
"['felt', 'deep', 'heart', 'love', 'wa', 'lost', 'caress', 'wa', 'way', 'touch', 'rest', 'univers', 'love', 'hate', 'strong', 'feel', 'never', 'vain', 'never', 'lost']",0
"['im', 'feel', 'rather', 'bother', 'becaus', 'physic', 'mental', 'clock', 'still', 'octob']",3
"['im', 'still', 'sure', 'whi', 'reilli', 'feel', 'need', 'weird']",4
"['got', 'thi', 'overal', 'feel', 'wa', 'elitist', 'somewhat', 'jade']",0
"['wrote', 'deepika', 'feel', 'veri', 'discourag', 'think', 'thi', 'silhouett', 'would', 'work']",0
"['im', 'feel', 'irrit', 'friggin', 'name']",3
"['anyth', 'feel', 'feel', 'becaus', 'issu', 'ha', 'get', 'resolv', 'dissip', 'emot', 'powerless', 'make', 'ani', 'resolut', 'becaus', 'issu']",1
"['start', 'feel', 'lack', 'connect', 'husband', 'sure', 'direct', 'result', 'spend', 'much', 'one', 'one', 'time', 'togeth']",1
"['spent', 'follow', 'month', 'drug', 'induc', 'haze', 'incap', 'thought', 'feel', 'anyth', 'glamor']",1
"['feel', 'pain', 'even', 'see', 'unfortun', 'person', 'street', 'beg', 'whi', 'doe', 'mind', 'race', 'think', 'whi', 'person']",0
"['feel', 'idiot', 'sinc', 'im', 'go', 'bring', 'complet', 'separ', 'issu']",0
"['feel', 'like', 'deserv', 'hate', 'want', 'know', 'exactli', 'much']",0
"['im', 'realli', 'hurt', 'feel', 'bit', 'overwhelm']",4
"['id', 'tell', 'feel', 'cede', 'control', 'live', 'onli', 'way', 'prevent', 'doomnat', 'extrem', 'clever', 'play', 'damnat', 'know']",1
"['end', 'chang', 'cloth', 'lay', 'bed', 'eye', 'close', 'next', 'hour', 'eventu', 'start', 'feel', 'better']",1
"['one', 'minut', 'feel', 'intimid', 'stupid']",4
"['im', 'sure', 'energi', 'tri', 'sew', 'race', 'dubai', 'compet', 'fedex', 'cup', 'ha', 'taken', 'mayb', 'thought', 'becaus', 'feel', 'ok', 'physic', 'mental', 'feel', 'realli', 'tire', 'said']",1
"['feel', 'discont']",0
"['think', 'affect', 'much', 'becaus', 'result', 'back', 'one', 'biggest', 'flaw', 'feel', 'enough', 'pretti', 'enough', 'smart', 'enough', 'name']",1
"['share', 'inform', 'feel', 'import', 'person', 'safeti', 'empower', 'parent', 'live', 'well']",1
"['realli', 'think', 'justif', 'feel', 'smug']",1
"['feel', 'angri', 'becaus', 'led', 'lead', 'peopl', 'believ', 'couldnt', 'thi']",3
"['smile', 'love', 'simpl', 'dialog', 'child', 'logic', 'explain', 'situat', 'feel', 'funni']",5
"['ill', 'make', 'local', 'friend', 'go', 'movi', 'know', 'fact', 'wont', 'even', 'without', 'mean', 'caus', 'serious', 'doubt', 'wa', 'ani', 'actual', 'intent', 'hurt', 'feel', 'actual', 'call', 'heartless', 'moral', 'brainless', 'came', 'across', 'way']",3
"['feel', 'privileg', 'belong']",1
"['feel', 'dorm', 'began', 'breath', 'pleas', 'liberti']",1
"['feel', 'moment', 'adopt', 'sens', 'care', 'bring', 'inner', 'strength']",2
"['feel', 'burden', 'desir', 'someth']",0
"['feel', 'grace', 'almost', 'mythic']",1
"['made', 'feel', 'unimport', 'yet', 'never', 'stop', 'think', 'action', 'word', 'affect']",0
"['feel', 'horni', 'think', 'thi']",2
"['feel', 'delici', 'absolut', 'darl', 'delici']",1
"['realiz', 'thi', 'uniqu', 'situat', 'mean', 'repres', 'major', 'amaz', 'birth', 'mom', 'make', 'hard', 'decis', 'best', 'interest', 'children', 'help', 'feel', 'jade', 'experi']",0
"['feel', 'piss', 'old', 'friend', 'friend']",3
"['im', 'start', 'feel', 'like', 'faith', 'reader', 'wife', 'someth', 'ie', 'one', 'bitch', 'everyon', 'els', 'get', 'see', 'better', 'angel', 'natur', 'haha']",2
"['ive', 'found', 'interest', 'u', 'wane', 'ive', 'even', 'come', 'away', 'portray', 'relationship', 'feel', 'dissatisfi']",3
"['feel', 'remors', 'thi', 'wa', 'unsuccess', 'learn', 'process', 'develop', 'thi', 'blog']",0
"['feel', 'like', 'dirti', 'heal', 'unconform']",0
"['feel', 'lame', 'annoy', 'gener', 'unlik', 'sometim']",0
"['honestli', 'feel', 'fantast', 'job']",1
"['highli', 'recommend', 'want', 'feel', 'total', 'amaz', 'ab']",1
"['feel', 'pretti', 'smart', 'rais', 'three', 'boy', 'turn', 'great', 'question', 'anyon', 'read', 'blog', 'wrong', 'wiser']",1
"['written', 'feel', 'suddenli', 'hesit', 'post']",4
"['shi', 'away', 'song', 'talk', 'feel', 'toward', 'god', 'mayb', 'even', 'talk', 'faith', 'respons', 'toward', 'god']",2
"['get', 'lot', 'prais', 'feel', 'proud', 'sometim']",1
"['dont', 'even', 'know', 'express', 'made', 'feel', 'kid', 'appreci', 'fact', 'come', 'wa', 'veri', 'heavi', 'think', 'mayb', 'music', 'gave', 'littl', 'someth', 'grasp']",1
"['simpli', 'imagin', 'feel', 'clean', 'care', 'babi']",2
"['feel', 'greedi', 'self', 'late']",3
"['im', 'feel', 'bounci', 'enough', 'rustl', 'peopl', 'keen', 'go']",1
"['feel', 'reluct', 'sell', 'hey']",4
"['realli', 'worn', 'today', 'feel', 'beaten']",0
"['didnt', 'like', 'wa', 'intent', 'get', 'first', 'start', 'feel', 'like', 'back', 'realiz', 'strongli', 'leo', 'felt', 'clara']",2
"['feel', 'relax', 'get', 'good', 'care', 'need', 'accept', 'advic', 'given', 'unless', 'feel', 'veri', 'strongli', 'otherwis']",1
"['feel', 'pretti', 'offic', 'krupk', 'somewher']",1
"['felt', 'rich', 'abl', 'insist', 'pay', 'ask', 'price', 'shop', 'assist', 'wa', 'obvious', 'pleas', 'abl', 'boost', 'take', 'chariti', 'hope', 'gener', 'person', 'donat', 'easel', 'shop', 'also', 'feel', 'rich']",1
"['often', 'sat', 'back', 'feel', 'amaz', 'episod', 'wa']",5
"['feel', 'hmmmmm', 'melancholi']",0
"['want', 'go', 'feel', 'eager', 'come', 'dazzl', 'cert', 'whilst', 'phone', 'mum', 'feel', 'least', 'ive', 'made', 'proud']",1
"['would', 'known', 'detail', 'feel', 'gut', 'ignor']",0
"['feel', 'horribl', 'becaus', 'youd', 'think', 'id', 'know', 'mountain', 'togeth']",0
"['feel', 'like', 'import']",1
"['im', 'feel', 'littl', 'bit', 'embarrass', 'seriou', 'laps', 'blog', 'ive', 'extrem', 'busi', 'past', 'month', 'tri', 'finish', 'new', 'work', 'time', 'toronto', 'outdoor', 'show', 'well', 'number', 'exhibit']",0
"['mean', 'complet', 'spiritu', 'intellectu', 'believ', 'never', 'howev', 'find', 'sometim', 'look', 'knowledg', 'sens', 'feel', 'superior', 'feel', 'along', 'journey']",1
"['write', 'search', 'prais', 'recognit', 'amaz', 'feel', 'read', 'admir']",1
"['dont', 'show', 'insecur', 'persona', 'might', 'come', 'mad', 'bitch', 'whod', 'practic', 'hate', 'everyon', 'becaus', 'feel', 'insecur', 'overli', 'paranoid']",4
"['feel', 'burden']",0
"['often', 'feel', 'lone']",0
"['feel', 'shame', 'dirti', 'parti', 'fair', 'fight', 'let', 'foreign', 'worker', 'decid', 'futur', 'intern', 'know', 'sorri', 'malaysia', 'like', 'third', 'world', 'countri', 'soon']",0
"['im', 'realli', 'realli', 'sad', 'miss', 'menswear', 'show', 'becaus', 'feel', 'like', 'worth', 'support', 'thi', 'ventur', 'show', 'menswear']",1
"['rememb', 'sit', 'class', 'actual', 'feel', 'eager', 'learn', 'amp', 'p']",1
"['hate', 'feel', 'pathet', 'loser', 'noth', 'right']",0
"['wa', 'joy', 'heard', 'wa', 'take', 'cours', 'medic', 'assist']",1
"['realli', 'want', 'share', 'chanc', 'win', 'becaus', 'feel', 'passion', 'subject']",1
"['review', 'film', 'thi', 'blog', 'entri', 'david', 'sit', 'garden', 'feel', 'slightli', 'smug', 'discov', 'hi', 'film', 'shortlist', 'best', 'film', 'entri']",1
"['feel', 'appreci']",1
"['feel', 'bore']",0
"['feel', 'truli', 'bless', 'opportun', 'particip', 'review', 'group', 'enjoy', 'tri', 'product', 'give', 'honest', 'opinion']",2
"['look', 'kid', 'feel', 'jealou', 'sure']",3
"['feel', 'honor', 'call', 'rex', 'dingler', 'friend']",1
"['kiss', 'lip', 'feel', 'sweet']",2
"['feel', 'hopeless', 'realiz', 'met', 'none', 'goal']",0
"['feel', 'cute', 'feel', 'good']",1
"['feel', 'head', 'abyss', 'ha', 'creat', 'greedi', 'greedi', 'far', 'greedi']",3
"['feel', 'dishearten', 'frustrat', 'experi']",0
"['go', 'post', 'train', 'schedul', 'next', 'sever', 'month', 'right', 'refer', 'easili', 'anyon', 'feel', 'like', 'support', 'join', 'thi']",1
